id,para1,para2,para3,para4,para5,para6,res
40,24.26529367672291,32.53502227896797,25.473231863929477,35.24410023626929,25.78776246815057,22.286891509074614,0.31154531163815696
41,21.571199468108105,27.681628780984678,33.88533293801611,47.4769141599531,26.527516907266286,20.142033487517867,1.0
42,17.029050953704985,23.75614320367983,22.523642834038714,32.16399017132422,10.107947254239662,27.719229108362793,0.25754751140197113
43,16.87153401883699,15.089601002754893,30.302844994067954,58.02320043097393,23.687690293402802,26.997848189606422,0.1319674980746912
44,27.67236795319474,34.899641494245024,27.59815430985481,44.322232994438075,29.307087977046304,24.29058643773189,0.31290187753952364
45,22.967619182201826,29.238715647500204,23.599266551004405,50.47070322729442,22.83255038677389,21.947158336928673,0.2995503214486888
46,26.332013111735613,18.53474469914334,20.902416158375548,47.12767274667543,27.457203910293245,20.397923369256723,0.32546584671052914
47,26.35248537078524,17.029646038930238,30.666913591719563,56.74237641338395,17.887701469039822,24.869537174531622,0.13131302953062252
48,30.316776442772607,34.687282340015486,24.957596605849396,33.00076922722022,18.338785306300522,24.310370997261096,0.2443884042312795
49,30.12196071889391,29.976651279161615,20.83203895029338,46.489700633022245,28.168113037061854,22.839876015370354,0.21237366278560832
50,19.319900071510844,32.85142199161217,22.868540518525727,30.464181411103777,13.475497562101726,23.12623112673356,0.3203868958834958
51,21.081395390420276,18.16502347894127,30.98591693979747,57.98397094080764,23.065263136745518,25.327038528595534,0.25380437287169105
52,23.051799073508054,20.348423108765672,28.436676618991093,44.00386826692288,10.237967071592106,28.281389573903454,0.13547560856831253
53,15.898163138736676,25.722776435011873,30.578064801245397,43.139381052230966,24.454129279476636,20.034227667729944,0.32022073196901113
54,30.27768242837373,28.19388720011643,28.064504516428546,35.8234944214101,17.26394736788027,22.374414924810146,0.3075030949859016
55,28.811858525338316,17.008481697801308,28.086051769546053,32.13745052910778,29.535581831921263,20.329055517623956,0.26937854639788683
56,24.40957987270144,16.25405184626709,27.96643742879983,47.12330807527101,27.73002445609603,20.47676598757387,0.1645108239223661
57,21.32800147997579,18.145723623955924,26.851864611407166,40.09636855081241,27.608185440583025,23.105190367728923,0.18652193626263974
58,22.175193227503318,28.40516791623081,31.693895757308447,52.6579432877162,20.78675948906908,21.813856726835503,0.31462571578437537
59,17.223998973696794,33.221381473532844,21.47533386592853,36.49370218619094,15.787866749073864,24.109076456937096,0.3260630004706301
60,19.201876252375655,26.012071257488394,26.1335690808752,35.93716732681561,27.51242184937652,21.587813944998445,0.3131957348771094
61,25.910511533411587,24.92871153329531,23.000780446732108,39.987334557619555,15.260542717475946,29.808828472331555,0.2808217458296487
62,15.580121783636091,23.91025994856217,25.84629843985053,32.557719535487195,23.89728865644667,26.26767217337411,0.32306659388560827
63,25.495425237497166,31.879866046143505,22.05797438967919,32.0262407195162,28.530035846860905,29.051837974222416,0.3224928744922337
64,15.239991754363738,24.761966646537303,31.926903240681405,49.6163455350183,12.65504273844887,28.764098258326538,0.286134948374702
65,32.65371907979443,25.691854887539524,30.474735371323593,42.947993683858925,10.727027856131784,25.224558158517397,0.5863818527705165
66,18.77951704733508,30.848387047046863,26.42539285991937,36.36285688050852,25.893158877481348,26.885405552558716,0.12472400359933467
67,33.65295497879998,27.072981550222625,31.8925448002246,30.47841609217177,20.139598848422438,20.36848564893745,1.0
68,21.70244614241109,30.73872944995031,31.887572560242496,54.9825359917907,19.359284509389038,29.567965858921777,0.387783931405814
69,31.99085956740593,21.427854751342416,20.667965916616943,32.11951999917001,14.39289491588718,25.556174643950854,0.24142888077939811
70,34.774312264235846,15.493782954186216,27.885958680955362,36.71384584832988,11.786474706205013,28.771944056025077,0.0
71,29.072480883920367,27.416824687156534,32.77547272570721,30.930838314260395,18.987575461570938,24.013284975410144,0.492905713337544
72,31.680182688182924,22.96468234566504,25.5290682929299,31.183684724561125,19.363649468581492,29.374794264651158,0.31075285858714585
73,15.685404367677895,19.54060105498748,21.039275533087995,33.775664317942585,26.17206900926248,25.141096458587473,0.18537081159973914
74,28.62027457691974,20.88096093344923,31.031312638979525,55.9903093445475,27.68216741479899,29.754088211491236,0.2281277822056332
75,24.428331286112204,20.179215603826144,34.31455861285806,37.44905936052885,22.227781217786404,20.178069569988374,0.3871528529782288
76,25.5855127242559,28.107930092747786,28.936502981769642,46.88513435409902,15.683854158701527,29.29584852305942,0.5141084898461308
77,18.415450184519802,15.82264162423559,21.961599738735714,41.318172152531645,19.2519689089384,28.25276887506078,0.13107757568450587
78,32.31468538454298,25.844200346023584,24.857925616715114,42.34425133633439,18.940451297428936,28.508273180936765,0.22262076105892897
79,21.55271797507043,22.630064708980886,27.070380811278948,58.10061156484808,14.991091841287858,25.545294993555167,0.2492727868408001
80,25.41723043631546,15.005464584573033,25.443557745828468,41.491505976737905,25.72633918695569,29.542216546934956,0.12917179280609226
81,16.200353178977757,16.918050146291066,23.88093646663864,39.156808263489545,20.80702660045443,29.953266706981456,0.20041765771366876
82,21.612999330972688,26.707661472706533,23.399801087829204,59.055450895792305,15.074608055584973,26.44951869632836,0.5445000922357323
83,32.481733117062205,16.25809864988788,31.460518357773196,56.54573678453366,25.44994166268297,24.10744511465186,0.14721281646419684
84,16.393051756812028,18.986364819111248,27.351687769594708,45.29033901453941,20.020534106044472,29.145938732349656,0.13585638705799483
85,18.94468652299678,31.530194843184486,20.48944349788146,42.833882009145746,18.50288707940775,24.64778348331922,0.3220402512722369
86,22.687062136110967,34.142559415411846,23.72055583048784,43.10316699142386,28.453473544282165,24.021319969349562,0.32095952566722125
87,31.82990088698622,24.964602590433103,32.122522811590855,52.49236603589931,26.782124274681184,20.424377788619175,0.30918037368807644
88,34.86032359774168,26.333333268669662,28.359657638907343,47.654740051271325,13.688889493969613,25.878776571664357,0.5920073021117673
89,21.672849652386844,15.726680724888439,23.308953201155695,53.92759655078715,16.371094762522958,22.533945281999213,0.17485134554286447
90,28.66136156355721,33.54280774959898,27.386623009782173,33.8857282279118,16.300996973554092,28.915037232215738,0.5140803920474499
91,19.71059301284131,16.140454545178923,31.490415868605808,33.467761491615995,21.294595879485517,26.420298017762196,0.1326504703286113
92,22.05419165764842,27.448793705974325,31.49214632053802,46.72873903366825,20.93537498958205,26.346079842585024,0.5176326176952095
93,19.099129618742417,29.39956494734006,30.79517613507153,34.02680122305185,16.52284098505084,29.15328479086014,0.3075243534088377
94,26.08350781264342,16.341900010696506,21.049414139282153,42.593115682443006,19.00702966566005,25.57552737991243,0.1307473515215076
95,29.735342343797182,19.38927722933354,25.36332300110648,48.66934080124084,25.968499217852457,21.445764033354617,0.3712990435679357
96,33.13942728704028,26.53714433150228,25.48356915318864,36.66770356613064,12.70639520526396,25.77676348871256,0.5876613300255823
97,32.802033024655344,31.930593586769035,29.2704082936558,37.197647537831955,22.95660343818561,22.062321351413683,0.10794262897095697
98,23.45475503238556,15.951930441811808,20.944511878682324,48.12482482064958,17.893453521868814,28.129230893157278,0.12836101816699197
99,26.277853984967116,33.981008977518655,29.060238261091303,41.95579807433402,20.620516317439293,27.41980987283767,0.3238612292182059
100,25.26519389463782,27.32142184504017,25.652029973075525,45.37398466418681,23.555301293502026,21.08584914321299,0.2993372006474913
101,19.090945820973793,15.249043885729323,27.172438177152635,43.16584620494928,14.29021869685723,26.034112398836857,0.12930997434863253
102,28.870598435211868,22.646439511450826,33.8393282173159,58.697718279784404,16.280140815015542,28.30450252033583,0.30073605524168906
103,33.60036275209751,28.615453628387584,24.09088298914679,48.58124643795516,27.38530789714825,28.575412306217608,0.5218129522124789
104,32.96010948608075,32.92331741278859,28.23350528907867,36.10012303627184,26.516715947547514,22.81268850641158,0.10262294693750486
105,34.29717017368448,33.799129349912064,29.41397277530046,33.17837323947809,20.892794068217448,23.596240421469506,0.09668469749213872
106,34.70154566410012,19.10716929826947,23.964632031765436,55.74825204144108,24.221546888462434,28.14264061630509,0.14168858322461172
107,24.147420803200667,28.32329739534199,29.815915460491702,52.991229090561966,27.513369160120135,28.37116017173064,0.5014634587648974
108,28.85512933787953,23.35126413702481,23.27642987468398,35.49922391778232,12.705622198751154,27.768832918165344,0.29466249944804584
109,28.732881018415608,17.513981130823673,30.127409643912188,36.54157795801318,20.39203752283837,27.612765180212655,0.1309728259283118
110,31.226813909790078,33.383847948991374,34.546438498906525,41.13471652810878,16.382010528107315,24.06658376332743,1.0
111,21.469218444984076,25.046812899459233,22.298296518873343,38.002736521250945,29.048258273050973,23.112811498271487,0.3106640704805379
112,16.49113870494105,23.886563152314302,22.049206164086698,50.41256219457718,12.896295880649687,27.02824660338201,0.15104397924775173
113,24.037524433900355,16.483617188344578,20.234621686441862,51.05903415968768,28.197869360765285,29.727801226308117,0.13326591897453288
114,32.281714734977434,25.646414863258144,27.477239779031716,37.32254469260543,14.125418788998713,21.728246064112156,0.3843272763146807
115,24.34052562906027,18.35032028867145,23.93093609726808,32.361140903740235,28.89707899071738,28.178902274390673,0.1508794642198187
116,27.256492665926956,28.372251592715987,33.94308693944214,46.09133955086325,10.664908870279175,21.11255612982456,0.4442938719684369
117,26.775145765396818,31.08229677215534,33.373726046274946,34.156966817006875,24.642513577851425,28.60134942608299,0.5409784482594816
118,25.28994119430945,26.94823933082463,33.01077920364571,42.109227086945864,10.749110876626773,20.14785479412286,0.41436785254086217
119,33.954705507072475,20.89954464066601,33.57806791538304,35.373291085755824,15.536781823915309,23.375317357949296,0.1839929159571443
120,27.17778215382136,17.745988322842155,23.861561379293075,39.878129494034596,22.068260385191834,26.616328209139738,0.1312930466714966
121,25.234378941467916,29.59670136195506,32.41703398178008,32.83975360802105,12.753231628374479,27.51673048554683,0.6020220065936088
122,33.735373194135896,27.567135315561146,27.17989533505559,55.383049786925206,15.705097176189183,27.779140916590507,0.6083300236948992
123,18.533621795787948,32.44428955956029,31.44868132869099,38.91522209434468,19.51694454116979,29.677068428925462,0.22410472538230225
124,27.855189697034824,16.946225617040685,21.072630351817992,59.410897045039675,23.29335460325041,23.102804061812606,0.14704474794432484
125,24.47898383443777,30.079648451508334,34.45558677282956,33.655020573054664,26.233180669585323,23.90479505810308,0.3427801317003308
126,24.867709840214445,15.028126048481887,30.135700254200223,43.65146272926568,10.927701403164026,23.828002507072377,0.1269671789860054
127,28.232590034344987,31.711170116582174,26.83072715784782,42.04572347481111,26.79239550256311,20.012613162283188,0.11091110478044083
128,26.19122840290514,33.339292188482396,31.363348481474468,57.53744131081068,20.93038336761188,25.429598212104402,0.32094961733239513
129,22.380767458510746,29.771414640685308,21.450167831026814,48.67341983570152,22.45589319174657,24.631884185516284,0.30952774162388497
130,29.372650203566593,15.908088544341702,29.862452264337797,34.7936281821304,12.488312446706589,22.62282147318027,0.12481152458350903
131,29.15999676985531,30.19173031922739,23.37602259432768,57.214529722246816,20.562568689286664,21.39168320443193,0.249670809222471
132,16.440082458344452,21.419771273176856,33.75219238049678,53.89479977508356,21.846367525237277,26.198104471170748,0.15000400627988755
133,31.347622736680588,30.80499769145087,25.426105294595978,51.148329262483145,15.190883189881134,24.456968188306405,0.325872789069432
134,33.81321026502998,28.76323108363499,25.110845906487118,42.535886517999714,21.72563623910048,25.516328229817525,0.3608199374191792
135,16.374391155086375,29.47634043944948,21.455128942760535,40.221493488049376,15.601147458237751,25.675957200757562,0.19218276279710014
136,23.521469635023465,28.18625225635371,29.241860612573088,31.40883439514381,27.58967802119805,21.059809392234996,1.0
137,16.90646512521411,32.31638886280155,28.102332375384957,55.94183468362108,29.463408738437046,21.443554571296573,0.32874871031741926
138,32.693012642067075,16.095605095693287,34.726708980268654,31.35057539021019,28.122480856360895,29.022871378386434,0.12825596287120622
139,33.87754630965375,27.719215051027348,32.68609123864753,51.257342585510756,27.030769643963367,21.449580885171518,1.0
140,21.31837698431901,16.84635874960938,27.019537240281522,34.03777180590283,13.356397658870842,26.421477999889404,0.13063182699172093
141,18.80491618537939,18.237749974806807,26.518570932900452,42.428354254853836,17.17545952279221,25.984618255212556,0.13517823683486663
142,32.715029967951864,21.306073739602343,31.317819909389566,51.64207310082722,17.191411330116352,21.009900717310845,0.44624380634917005
143,19.430580396855532,18.73272319599692,26.358676070323916,35.59265952346745,23.845926217863855,23.853929976392067,0.1481758874505887
144,15.413964913936605,26.891837886992057,34.19914247799676,33.116613076651134,28.553478258604702,29.973068977835368,0.1346782714351413
145,28.700505080412,27.9362580297292,28.306630118665772,46.06765673228324,13.948719346163198,24.0842407177936,0.49641159146154756
146,27.368329903231288,31.22281219381009,28.98756194488248,54.63940728891869,29.062803092667583,26.672341790212176,0.3457887729029702
147,16.911508189492807,30.026154835882064,23.37583127413915,47.337836157296145,18.499506545628737,29.3324513001223,0.15429747749656184
148,31.116790210079476,22.831839462274687,21.8378417069628,48.08871476335016,24.126160346238844,29.544783888481092,0.25758997293478614
149,25.47965497248453,20.11061107372474,31.59326174007718,42.14839811228485,11.394475732335756,26.056931275636842,0.2126985956551669
150,28.891339365152554,33.87485430684067,25.704879394431327,58.29690129110605,10.147191282923671,28.48978680454124,0.5373167581712862
151,15.387766689141282,17.28839288612661,22.207829617747162,41.48997243737365,18.803044671398823,20.879218552856177,0.24549304652309334
152,18.336655043243255,16.351336713044553,34.45186861911675,52.5989578854271,23.922281959649176,21.155111256489313,0.1476339998189582
153,26.54471189342791,30.26928976848029,33.566819047761335,59.74238358362366,29.54966871796309,20.86665634679834,0.1267826461648925
154,21.961433953549886,34.08149137511885,22.879550450339984,59.35171420090084,24.451389069797706,22.679373637822668,0.316583797858764
155,24.225042514216,29.23986180938245,29.39287954020765,40.514241751292595,11.846677512943558,21.751165656834456,0.35007576240791344
156,22.012455150448673,21.125106898470726,21.025934974008816,33.10276083005306,23.18350114387372,28.3040794160762,0.3079268799561881
157,31.018697908901476,32.47022368190322,25.133813247154766,43.846058776129524,24.154693745015763,25.852518820435762,0.28895232738338045
158,24.01006733874436,34.14232795428231,32.77369266432459,56.90102594876517,28.79363243790337,27.892368642366687,0.38650963626942325
159,27.778134709544084,34.90006901021343,33.02639283871157,43.919582593879795,23.485932550333466,29.9087615487178,0.4649457474467414
160,26.04794237830899,15.242323861343632,26.51767073643545,36.51950183825935,16.14017622773325,29.674365801063935,0.12642850411704096
161,23.452726315907547,23.07181902577429,31.68499365228062,43.023363129132754,17.907035781245106,25.583502196242677,0.25079051928342133
162,28.38624808780007,32.310563868774494,34.974491065240876,45.040165431717824,12.192407945991013,27.11501832947056,0.6085991908013336
163,20.04592594035813,34.34518647974606,27.880533243916616,57.89251039572314,22.59079240590301,28.553203795832538,0.1299558425671412
164,15.13540176272185,29.679779419997573,21.485484160525438,56.50699114538398,13.49527992162821,21.138321037730435,0.3192508766349513
165,17.780338816382788,30.596681718889243,26.646494355586285,45.23011081503465,14.556491249704832,28.562546351990907,0.12673174619676578
166,32.790908787703074,22.24729513916039,25.365811886966384,37.17506740881063,13.769495921649577,20.07404912788578,0.37332426457577544
167,34.74307012874008,25.78194307904881,30.209648811483746,38.41518578466628,27.49615255810256,28.584191420018705,0.436299191042227
168,31.639322567450016,26.051329776583152,22.227065536472335,30.28826739027952,14.691390058284924,24.159763431851797,0.46041767192442545
169,17.31856170396504,24.5520504413946,32.64643324039626,38.40786713396302,24.064043650177283,24.383695937294156,0.42354905128455633
170,28.888867035082097,32.45349672810962,27.02483944511943,34.83031382562585,14.724892021038062,23.635445036259657,0.28779889121407337
171,31.860503882157463,29.706570904469192,31.207770506711753,33.98169987895247,26.52898120546233,26.564987797934627,0.47998138053698375
172,19.228841445817054,29.340895836440616,21.498682870826396,59.05470092352678,27.246397782457198,28.841865389829735,0.14934364261299826
173,16.79225077234122,26.312781325987473,24.2630958109937,35.6447680148833,12.244306626873858,27.96124101538816,0.15580166112179528
174,29.149366168435918,34.78508018498492,28.577517713082045,55.05140716300524,11.938749954039519,28.474630332656822,0.5208268783787562
175,31.125342988111175,25.057161656197508,20.519255530017293,44.35185878014362,17.628551161153432,23.212195690737644,0.30623347207192697
176,15.845860416550622,33.658933402466815,30.772757210728177,57.87234748608811,14.72474760415804,26.589857685287633,0.17665092917862488
177,24.322604192858662,17.958597694195774,24.3249315690068,36.09954076990157,17.0160860622197,27.227709767986127,0.13235616274457873
178,33.13992930720414,28.673251038384677,28.603187630449085,42.545036908808406,16.84339677031791,24.684309451160892,0.48790851087131026
179,19.075007608061167,19.78281843941369,31.45053099024116,31.433903984890733,27.291917689232726,20.283908591487847,0.3575543394312239
180,18.64254160769152,23.059125211200104,27.63666649678857,41.97964228770192,16.307726106889735,24.135782683025603,0.3616051993780162
181,18.05244964724012,29.11295462471128,23.62616923170883,57.2133274913116,22.37827353599112,29.547456778575565,0.15191034369945847
182,20.19966511546061,19.560939818474548,26.394113614685093,31.001238069248128,20.572103634001806,25.147813789793283,0.14928818847729675
183,31.486163566130493,20.176527516336424,20.88664474712127,52.84455788441959,17.472261407164517,22.44586449686281,0.14281061783064117
184,22.210832813481918,22.23675825486192,22.801460800713123,59.510621219051956,21.547447750261398,23.63672594881306,0.42303361630266717
185,17.0126455238699,19.989512404200795,27.03368718228313,44.85622320428,15.770700596709696,26.491950434633075,0.22963381412635747
186,17.966804717294757,22.20156166276653,22.994441050580726,40.932965347338204,21.768453225064263,20.148060243569297,0.31066855720005737
187,26.613287653440608,15.732717995440321,29.645114713505844,57.36616514641936,29.66693504601887,29.679048942520858,0.1316806904311534
188,18.726920861373927,21.95081495914949,26.093208415160277,44.71609438464847,28.54562878834367,28.272044103824143,0.2570414451175428
189,29.254826009733723,27.01089343017946,34.51615674119927,40.11966791320085,29.13897838996673,21.984892964159684,0.3119009564485814
190,16.15520353856209,34.85431868462176,31.405115912591867,49.01460966054145,23.555145501472744,28.262481587284654,0.110179074406911
191,27.99292812001096,28.67762748479447,31.24655850034597,56.77959788965572,25.325713621353213,23.19158939205395,0.31920781554431926
192,27.721323024057547,20.55893503294559,33.90019054661158,38.89575849357663,16.493775954075623,25.91560748817955,0.3005436441624204
193,29.578457980669533,29.417070380079373,27.02003736943358,34.219789646191195,28.29669175060348,29.458541252861224,0.5416712884579964
194,21.88385052861051,20.592895421593234,28.18116739412626,38.25188853783635,17.66039875919089,20.544605188795806,0.40112994855227574
195,32.86161924509574,20.1937074366355,27.460277229293418,48.75129145858378,21.572888340414416,22.847205545121973,0.15175004828264568
196,21.605596954300097,21.33532840817113,34.29772612132566,38.79710595898715,17.58887969330155,21.044939057802978,0.42297887435143183
197,25.94148619382717,26.948181877297532,30.160706905143524,30.397614333267168,23.544817229028432,26.44998604112366,0.5159848215615781
198,21.412301597374892,24.578095221190715,31.63811631274453,34.89791323269203,24.70254219400672,20.043566966446097,0.3150757078171995
199,29.13265603112726,23.48415055200404,28.234055702237683,56.22224047813076,10.416292451543018,26.67974256209723,0.20248169561442864
200,18.29684435383588,16.3818269646864,31.130588754121227,38.01157593650718,27.1438091237362,20.980228349994086,0.1470942950088325
201,16.936688937905824,32.910105292709474,22.98905256098378,39.17022045706624,29.847715179502966,26.82887372158043,0.1332224542122505
202,17.198276642892576,17.32186529104229,30.257504385431112,43.59226518662016,20.01825654744902,22.089400434210184,0.14724630574280817
203,20.239544668543513,19.36021817289923,34.63178786782117,39.551662946070756,10.880395083816918,28.763966319113784,0.13385055513335603
204,31.57033406457405,24.53339582716537,26.792082798081616,36.540500721756295,15.100405490216565,23.091309505336486,0.5055792594763733
205,18.311076655254137,34.63303754234753,34.812141945313456,36.087834602698095,26.824953844788563,29.020687454748483,0.13400781112614232
206,32.95741242018322,15.765466277517266,20.194016664332928,31.43926448779204,18.474544499157858,26.364661339852432,0.12938285402897348
207,34.65364688588787,20.299452329281813,26.91898643076237,56.21810450721158,24.206994384846702,23.42710120054718,0.1518514174360531
208,30.39186653231431,29.402743806744766,33.009231703095715,56.21571647137097,13.611552477464565,23.75727480208807,0.519316420259682
209,31.513138230911107,21.9973963628765,27.06065611268219,45.45078956124129,18.589988805889345,23.872011987056105,0.351638150312165
210,26.739329346197522,29.50785884533138,30.038828601531826,39.77522970063071,18.193975892245973,28.135297407771418,0.5768274478240784
211,16.597965698804757,21.245338636282423,23.580386641291728,48.43401815216107,26.597903053421888,25.0298181491715,0.15149808781856539
212,26.02572062670044,15.571744425046601,34.48510627540368,37.04773970313474,29.095228103333838,25.703761878833824,0.13132475691274517
213,24.694832261606486,31.393586650112407,28.87454570304162,57.414731461450145,29.64251326346299,29.251034674701014,0.4123638612433097
214,22.694766678982653,27.16575006252765,30.598457963900383,31.18212022503209,23.692982638628727,21.92356243847418,0.3138205339397853
215,33.67530884485424,16.70377202077788,21.035609706660193,55.381499088051314,21.40581113268319,22.676791908352595,0.14562361566034004
216,33.77131227227198,34.0249404760463,26.444145297054316,39.00836116984317,25.398456232181736,21.336512676814152,0.11121890608326318
217,32.64016676944206,31.147991641496134,32.17537226668372,44.40452728556558,29.75683657693579,25.403543012349846,0.3574527474375572
218,29.248053590522748,16.467439068947744,21.740232626201074,35.46246583733769,19.367025177645385,29.960550923158028,0.1284786743157069
219,34.17605883680963,20.87214529634901,30.047519876116468,56.58489009094409,19.772361064681714,27.74435143229077,0.2886364825842207
220,20.40192892568802,18.286833882941853,24.713227067238748,55.901320056287176,11.350729822972738,28.43424357030533,0.13239927787946426
221,22.87185452878856,25.39476951468192,22.590614232207034,40.1256771400076,26.082296746660358,26.36011099767357,0.4604412141852029
222,21.23225315982192,18.302145518476344,30.832835362292066,55.007448836764425,23.551559093249583,26.41225302603894,0.20537386980495678
223,20.770895804537588,18.955836439230723,33.12850523402298,44.92642868264899,24.195699467878406,24.283064088529017,0.14935962384940143
224,24.999339534944298,18.652929053007384,22.74972823311213,56.13146234548098,29.748484596846406,22.873816100346783,0.1512678875676914
225,34.820949017401816,32.17858821149977,26.19761868111387,40.15996744648986,26.663253246001915,20.48859701289086,0.10416463037710606
226,23.721558274068244,15.699960417630699,29.55198061341963,48.80541267769449,16.45015488903122,29.134068922106366,0.12873798540707826
227,30.982135640155036,18.50638554638394,21.848028098912195,42.70907196039584,15.528571230392824,28.567391410812483,0.13066488145471564
228,20.10316491539751,21.199444197478535,22.447587115979967,56.23404341761514,25.845044030982407,28.559883941417496,0.2339909433552257
229,30.95486214996533,21.07501671258777,24.80096112067598,50.791940738807995,26.70945397264478,21.682922597901516,0.38795341899832464
230,18.60873596766758,29.188736949856565,26.001461520141156,31.538509179322958,21.131244792693956,26.128359163866307,0.3481318699812969
231,34.72749613089749,18.352888874934365,30.551272132317678,59.62750768542606,10.608900219266763,22.864699023373092,0.0
232,33.52056580535458,25.223402791345805,21.59979177305213,49.31342708801844,22.34318840091146,28.686468465555855,0.2034611597332488
233,22.8036796752135,23.669448418552633,28.74597083816193,43.64305039127665,28.879154329367545,29.661412747299025,0.2827681949374382
234,17.840874632063503,22.56818413948038,33.33374361950327,34.872367476299075,15.998271886901703,22.82137189571143,0.30577033127061837
235,24.894162221178473,20.141423071709582,24.055453093306923,56.88716384390287,18.521473586695876,25.672624186057398,0.2770682481153625
236,32.72900689495906,23.898180912557326,25.111742979448398,59.363736248958496,17.743814186150445,28.346915788805486,0.269462416608099
237,24.956505952377555,19.789070012120963,31.242404383297703,46.48473557626829,27.56922914936595,29.021747266137513,0.18689935164592955
